date,close,company,dayofweek,month,day,close_lag1,close_lag7,close_ma5,close_ma20
2020-02-12,128.79454389541837,madly,2,2,12,127.8068976565934,125.31215988671424,127.18782736832645,126.37276980867757
2020-02-13,128.08051009887058,madly,3,2,13,128.79454389541837,126.73394289468794,127.17041522567126,126.19329383770643
2020-02-14,129.79832965801785,madly,4,2,14,128.08051009887058,126.7186234454314,127.78008693409166,126.33208274006476
2020-02-15,126.94635358241824,madly,5,2,15,129.79832965801785,128.1675708121465,128.28532697826367,126.4166858424563
2020-02-16,128.69491653379885,madly,6,2,16,126.94635358241824,126.74997111591593,128.46293075370477,126.58309776185914
2020-02-17,125.17860542748971,madly,0,2,17,128.69491653379885,124.420153361558,127.73974306011903,126.44356024418093
2020-02-18,124.03132877113023,madly,1,2,18,125.17860542748971,127.8068976565934,126.92990679457098,126.45955971715645
2020-02-19,122.91741979087992,madly,2,2,19,124.03132877113023,128.79454389541837,125.55372482114339,126.4701757542401
2020-02-20,123.78566094617966,madly,3,2,20,122.91741979087992,128.08051009887058,124.92158629389567,126.31171515185535
2020-02-21,125.934661960331,madly,4,2,21,123.78566094617966,129.79832965801785,124.3695353792021,126.28498767285892
2020-02-22,121.17087089990474,madly,5,2,22,125.934661960331,126.94635358241824,123.56798847368512,126.08453952130576
2020-02-23,123.86556478149888,madly,6,2,23,121.17087089990474,128.69491653379885,123.53483567575884,125.90344534945703
2020-02-24,124.67327563556876,madly,0,2,24,123.86556478149888,125.17860542748971,123.88600684469661,125.98906805772772
2020-02-25,121.42338512391798,madly,1,2,25,124.67327563556876,124.03132877113023,123.41355168024427,125.7946293195879
2020-02-26,125.34072935395687,madly,2,2,26,121.42338512391798,122.91741979087992,123.29476515896945,125.72496864255136
2020-02-27,127.60368770111523,madly,3,2,27,125.34072935395687,123.78566094617966,124.58132851921155,125.76922185533553
2020-02-28,128.51153950309654,madly,4,2,28,127.60368770111523,125.934661960331,125.51052346353109,125.78642028988304
2020-02-29,129.19314011077427,madly,5,2,29,128.51153950309654,121.17087089990474,126.41449635857218,125.90857873962595
2020-03-01,128.79993140247615,madly,6,3,1,129.19314011077427,123.86556478149888,127.88980561428382,126.12756764167186
2020-03-02,128.75790542622573,madly,0,3,2,128.79993140247615,124.67327563556876,128.5732408287376,126.17511803015347
2020-03-03,127.93845901556308,madly,1,3,3,128.75790542622573,121.42338512391798,128.64019509162716,126.13231378616072
2020-03-04,126.36239544375756,madly,2,3,4,127.93845901556308,125.34072935395687,128.21036627975937,126.04640805340505
2020-03-05,130.27456633973617,madly,3,3,5,126.36239544375756,127.60368770111523,128.42665152555173,126.07021988749098
2020-03-06,125.16574747607112,madly,4,3,6,130.27456633973617,128.51153950309654,127.69981474027072,125.98118958217363
2020-03-07,129.0347681475479,madly,5,3,7,125.16574747607112,129.19314011077427,127.75518728453517,125.99818216286107
2020-03-08,132.7880200805115,madly,6,3,8,129.0347681475479,128.79993140247615,128.72509949752484,126.37865289551216
2020-03-09,133.1838643091524,madly,0,3,9,132.7880200805115,128.75790542622573,130.0893932706038,126.83627967241327
2020-03-10,134.60916466947617,madly,1,3,10,133.1838643091524,127.93845901556308,130.9563129365518,127.42086691634309
2020-03-11,134.37820563176868,madly,2,3,11,134.60916466947617,126.36239544375756,132.79880456769132,127.95049415062256
2020-03-12,133.82407883351493,madly,3,3,12,134.37820563176868,130.27456633973617,133.7566667048847,128.34496499428172
2020-03-13,134.48624089315376,madly,4,3,13,133.82407883351493,125.16574747607112,134.0963108674132,129.0107334939442
2020-03-14,131.00391318324952,madly,5,3,14,134.48624089315376,129.0347681475479,133.66032064223262,129.3676509140317
2020-03-15,132.2635592794787,madly,6,3,15,131.00391318324952,132.7880200805115,133.19119956423313,129.7471650962272
2020-03-16,130.2227978479487,madly,0,3,16,132.2635592794787,133.1838643091524,132.3601180074691,130.18713573242877
2020-03-17,135.77853443729867,madly,1,3,17,130.2227978479487,134.60916466947617,132.7510091282259,130.70902598659583
2020-03-18,131.2425785743346,madly,2,3,18,135.77853443729867,134.37820563176868,132.10227666446204,130.8909705302568
2020-03-19,131.00292117633848,madly,3,3,19,131.2425785743346,133.82407883351493,132.10207826307982,131.0155396139189
2020-03-20,132.50177621698975,madly,4,3,20,131.00292117633848,134.48624089315376,132.14972165058202,131.18097141922968
2020-03-21,129.97910766676992,madly,5,3,21,132.50177621698975,131.00391318324952,132.1009836143463,131.23993023244438
2020-03-22,130.57970672787707,madly,6,3,22,129.97910766676992,132.2635592794787,131.06121807246194,131.33102029752692
2020-03-23,131.43850047512348,madly,0,3,23,130.57970672787707,130.2227978479487,131.10040245261973,131.50602237050492
2020-03-24,133.66550250911305,madly,1,3,24,131.43850047512348,135.77853443729867,131.63291871917465,131.87117772377275
2020-03-25,132.51007342802694,madly,2,3,25,133.66550250911305,131.2425785743346,131.6345781613821,131.98295307818728
2020-03-26,132.8222651857676,madly,3,3,26,132.51007342802694,131.00292117633848,132.20320966518162,132.36577896367208
2020-03-27,131.2299490864424,madly,4,3,27,132.8222651857676,132.50177621698975,132.3332581368947,132.47553801061682
2020-03-28,128.67479702530363,madly,5,3,28,131.2299490864424,129.97910766676992,131.7805174469307,132.26987685785642
2020-03-29,130.46215074443182,madly,6,3,29,128.67479702530363,130.57970672787707,131.13984709399446,132.13379117962037
2020-03-30,130.77557271524483,madly,0,3,30,130.46215074443182,131.43850047512348,130.79294695143804,131.94211158190882
2020-03-31,128.97530490931206,madly,1,3,31,130.77557271524483,133.66550250911305,130.02355489614698,131.671966545786
2020-04-01,128.71912696326774,madly,2,4,1,128.97530490931206,132.51007342802694,129.521390471512,131.41671895227364
2020-04-02,126.53996513989132,madly,3,4,2,128.71912696326774,132.8222651857676,129.09442409442954,131.0194051646105
2020-04-03,125.811772966502,madly,4,4,3,126.53996513989132,131.2299490864424,128.16434853884363,130.75979815377315
2020-04-04,130.23854011063946,madly,5,4,4,125.811772966502,128.67479702530363,128.05694201792252,130.65854719533118
2020-04-05,128.2026339425413,madly,6,4,5,130.23854011063946,130.46215074443182,127.90240782456836,130.55753900006079
2020-04-06,125.25804180548536,madly,0,4,6,128.2026339425413,130.77557271524483,127.21019079301189,130.03151436847014
2020-04-07,127.66266786718936,madly,1,4,7,125.25804180548536,128.97530490931206,127.43473133847151,129.8525188331129
2020-04-08,126.28648592227358,madly,2,4,8,127.66266786718936,128.71912696326774,127.52967392962583,129.61669707040966
2020-04-09,126.17211163810178,madly,3,4,9,126.28648592227358,126.53996513989132,126.71638823511827,129.30021384146522
2020-04-10,125.32505546532906,madly,4,4,10,126.17211163810178,125.811772966502,126.14087253967583,129.06751123139318
2020-04-11,126.01040960270036,madly,5,4,11,125.32505546532906,130.23854011063946,126.29134609911883,128.8390463751344
2020-04-12,123.6019244543849,madly,6,4,12,126.01040960270036,128.2026339425413,125.47919741655794,128.44721757409744
2020-04-13,124.69014861628476,madly,0,4,13,123.6019244543849,125.25804180548536,125.15992995536017,127.99844987945603
2020-04-14,122.12776993666282,madly,1,4,14,124.69014861628476,127.66266786718936,124.35106161507238,127.47933470488779
2020-04-15,122.45453750154836,madly,2,4,15,122.12776993666282,126.28648592227358,123.77695802231624,126.96094832067686
2020-04-16,119.56272221739025,madly,3,4,16,122.45453750154836,126.17211163810178,122.48742054525421,126.37758697722424
2020-04-17,123.07432227471296,madly,4,4,17,119.56272221739025,125.32505546532906,122.38190010931983,126.09756323969471
2020-04-18,121.18248968167282,madly,5,4,18,123.07432227471296,126.01040960270036,121.68036832239743,125.63358018655677
2020-04-19,120.98278824627212,madly,6,4,19,121.18248968167282,123.6019244543849,121.45137198431931,125.14394096310812
2020-04-20,121.67582479320932,madly,0,4,20,120.98278824627212,124.69014861628476,121.29562944265149,124.77896695730297
2020-04-21,119.25280669873872,madly,1,4,21,121.67582479320932,122.12776993666282,121.2336463389212,124.30565094407652
2020-04-22,122.67908297299688,madly,2,4,22,119.25280669873872,122.45453750154836,121.15459847857797,124.11260683573182
2020-04-23,118.52934676043148,madly,3,4,23,122.67908297299688,119.56272221739025,120.6239698943297,123.74848552542828
2020-04-24,122.20270460524692,madly,4,4,24,118.52934676043148,123.07432227471296,120.86795316612465,123.34669375015865
2020-04-25,116.4540206442406,madly,5,4,25,122.20270460524692,121.18248968167282,119.82359233633092,122.75926308524363
2020-04-26,123.25435407132652,madly,6,4,26,116.4540206442406,120.98278824627212,120.62390181084848,122.65907869853568
2020-04-27,120.05247873860186,madly,0,4,27,123.25435407132652,121.67582479320932,120.09858096396947,122.2785692421063
2020-04-28,120.28112439552446,madly,1,4,28,120.05247873860186,119.25280669873872,120.44893649098807,121.97830116576885
2020-04-29,118.68730084214424,madly,2,4,29,120.28112439552446,122.67908297299688,119.74585573836752,121.60406062597099
2020-04-30,120.44053265573676,madly,3,4,30,118.68730084214424,118.52934676043148,120.54315814066676,121.35983448549136
2020-05-01,121.62005280069812,madly,4,5,1,120.44053265573676,122.20270460524692,120.21629788654108,121.14031664539122
2020-05-02,120.13565605980416,madly,5,5,2,121.62005280069812,116.4540206442406,120.23293335078156,120.96700322566221
2020-05-03,119.85056568239308,madly,6,5,3,120.13565605980416,123.25435407132652,120.14682160815528,120.7250240789676
2020-05-04,120.78475031554868,madly,0,5,4,119.85056568239308,120.05247873860186,120.56631150283616,120.65787309791192
2020-05-05,121.89157593136687,madly,1,5,5,120.78475031554868,120.28112439552446,120.85652015796218,120.62972501940283
2020-05-06,124.77143297289804,madly,2,5,6,121.89157593136687,118.68730084214424,121.48679619240215,120.89016055717823
2020-05-07,128.24969122926646,madly,3,5,7,124.77143297289804,120.44053265573676,123.10960322629462,121.14892900490591
2020-05-08,127.57525101913762,madly,4,5,8,128.24969122926646,121.62005280069812,124.65454029364352,121.46856707177915
2020-05-09,129.18998242836832,madly,5,5,9,127.57525101913762,120.13565605980416,126.33558671620747,121.87892678088397
2020-05-10,130.29921517483322,madly,6,5,10,129.18998242836832,119.85056568239308,128.01711456490074,122.31009629996515
2020-05-11,134.29697047437753,madly,0,5,11,130.29921517483322,120.78475031554868,129.92222206519665,123.0623044887471
2020-05-12,135.02129263839151,madly,1,5,12,134.29697047437753,121.89157593136687,131.27654234702163,123.67941497201681
2020-05-13,132.40703310336397,madly,2,5,13,135.02129263839151,124.77143297289804,132.24289876386692,124.37329928916344
2020-05-14,133.30573472793728,madly,3,5,14,132.40703310336397,128.24969122926646,133.06604922378068,124.92845079529798
2020-05-15,133.29747405467114,madly,4,5,15,133.30573472793728,127.57525101913762,133.66570099974828,125.7706234658195
2020-05-16,137.22058894309123,madly,5,5,16,133.29747405467114,129.18998242836832,134.25042469349103,126.46893520940773
2020-05-17,137.4838532985834,madly,6,5,17,137.22058894309123,130.29921517483322,134.7429368255294,127.34050393740681
2020-05-18,135.83711693704618,madly,0,5,18,137.4838532985834,134.29697047437753,135.42895359226583,128.11830356448291
2020-05-19,133.34481551330742,madly,1,5,19,135.83711693704618,135.02129263839151,135.43676974933987,128.85117929804105
2020-05-20,136.52988122140363,madly,2,5,20,133.34481551330742,132.40703310336397,136.08325118268638,129.6556467263244
2020-05-21,138.776502586268,madly,3,5,21,136.52988122140363,133.30573472793728,136.39443391132173,130.5134692156029
2020-05-22,132.88108855541276,madly,4,5,22,138.776502586268,133.29747405467114,135.4738809626876,131.15074084038332
2020-05-23,130.02873875856628,madly,5,5,23,132.88108855541276,137.22058894309123,134.31220532699163,131.65964949419197
2020-05-24,132.53740118708123,madly,6,5,24,130.02873875856628,137.4838532985834,134.1507224617464,132.2472820377686
2020-05-25,131.20116625516405,madly,0,5,25,132.53740118708123,135.83711693704618,133.0849794684985,132.71276155395847
2020-05-26,132.56389568517733,madly,1,5,26,131.20116625516405,133.34481551330742,131.84245808828035,133.10238468957243
2020-05-27,130.14796714406395,madly,2,5,27,132.56389568517733,136.52988122140363,131.29583380601056,133.1972984853123
2020-05-28,128.34407177723395,madly,3,5,28,130.14796714406395,138.776502586268,130.9589004097441,133.23573952321712
2020-05-29,128.90816042718671,madly,4,5,29,128.34407177723395,132.88108855541276,130.23305225776522,133.22164842315803
2020-05-30,123.90179362564147,madly,5,5,30,128.90816042718671,130.02873875856628,128.7731777318607,132.90177734569846
2020-05-31,124.7468300042022,madly,6,5,31,123.90179362564147,132.53740118708123,127.20976459566566,132.42427032218967
2020-06-01,127.14265674477514,madly,0,6,1,124.7468300042022,131.20116625516405,126.60870251580789,132.03033852750886
2020-06-02,127.31880628288484,madly,1,6,2,127.14265674477514,132.56389568517733,126.40364941693808,131.77592718648492
2020-06-03,126.81193752876406,madly,2,6,3,127.31880628288484,130.14796714406395,125.98440483725354,131.45123732652624
2020-06-04,128.70591012144655,madly,3,6,4,126.81193752876406,128.34407177723395,126.94522813641456,131.22165912986503
2020-06-05,126.66413892419074,madly,4,6,5,128.70591012144655,128.90816042718671,127.32868992041226,130.69383662892
2020-06-06,124.76413801442386,madly,5,6,6,126.66413892419074,123.90179362564147,126.852986174342,130.057850864712
2020-06-07,123.38198092417792,madly,6,6,7,124.76413801442386,124.7468300042022,126.06562110260063,129.4350940640686
2020-06-08,123.06324612395944,madly,0,6,8,123.38198092417792,127.14265674477514,125.3158828216397,128.92101559460122
2020-06-09,120.2366522791294,madly,1,6,9,123.06324612395944,127.31880628288484,123.62203125317629,128.1063541474875
2020-06-10,118.98168461179884,madly,2,6,10,120.2366522791294,126.81193752876406,122.08554039069789,127.11661324876404
2020-06-11,120.736531724699,madly,3,6,11,118.98168461179884,128.70591012144655,121.28001913275293,126.50938540722834
2020-06-12,122.00014335953162,madly,4,6,12,120.736531724699,126.66413892419074,121.00365161982366,126.10795563727663
2020-06-13,120.80654096035892,madly,5,6,13,122.00014335953162,124.76413801442386,120.55231058710356,125.5214126259405
2020-06-14,124.55231134747326,madly,6,6,14,120.80654096035892,123.38198092417792,121.41544240077232,125.18896988055596
2020-06-15,121.75301663368558,madly,0,6,15,124.55231134747326,123.06324612395944,121.96970880514968,124.64842592798136
2020-06-16,122.41955590275587,madly,1,6,16,121.75301663368558,120.2366522791294,122.30631364076105,124.26200536591598
2020-06-17,121.15792528901274,madly,2,6,17,122.41955590275587,118.98168461179884,122.13787002665727,123.90269804150489
2020-06-18,117.01027852113803,madly,3,6,18,121.15792528901274,120.736531724699,121.37861753881309,123.30780394620248
2020-06-19,117.2728399717295,madly,4,6,19,117.01027852113803,122.00014335953162,119.92272326366432,122.97635626350689
2020-06-20,118.94689340493628,madly,5,6,20,117.2728399717295,120.80654096035892,119.36149861791448,122.68635943354359
2020-06-21,116.35283825091224,madly,6,6,21,118.94689340493628,124.55231134747326,118.14815508754575,122.14686850885043
2020-06-22,116.2054038231628,madly,0,6,22,116.35283825091224,121.75301663368558,117.15765079437578,121.59119838586432
2020-06-23,116.5419111558168,madly,1,6,23,116.2054038231628,122.41955590275587,117.06397732131151,121.07769706721697
2020-06-24,120.39118320684986,madly,2,6,24,116.5419111558168,121.15792528901274,117.6876459683356,120.66196072148713
2020-06-25,118.44421110829887,madly,3,6,25,120.39118320684986,117.01027852113803,117.58710950900812,120.25096433069254
2020-06-26,120.93895273039143,madly,4,6,26,118.44421110829887,117.2728399717295,118.50433240490395,120.05970506649092
2020-06-27,119.79340654298186,madly,5,6,27,120.93895273039143,118.94689340493628,119.22193294886776,119.88027634743112
2020-06-28,121.22804559584652,madly,6,6,28,119.79340654298186,116.35283825091224,120.15915983687371,119.78851632102547
2020-06-29,120.98834733325565,madly,0,6,29,121.22804559584652,116.2054038231628,120.27859266215486,119.82610107373178
2020-06-30,123.29317475302874,madly,1,6,30,120.98834733325565,116.5419111558168,121.24838539110083,120.04167558079328
2020-07-01,121.5029259202293,madly,2,7,1,123.29317475302874,120.39118320684986,121.36118002906842,120.07999529056978
2020-07-02,123.36357334428062,madly,3,7,2,121.5029259202293,118.44421110829887,122.07521338932816,120.14816678980723
2020-07-03,126.0304446093552,madly,4,7,3,123.36357334428062,120.93895273039143,123.03569319202991,120.40936197225706
2020-07-04,124.83630953014168,madly,5,7,4,126.0304446093552,119.79340654298186,123.8052856314071,120.4235618813905
2020-07-05,127.74315199730592,madly,6,7,5,124.83630953014168,121.22804559584652,124.69528108026255,120.7230686495715
2020-07-06,127.67819846638592,madly,0,7,6,127.74315199730592,120.98834733325565,125.93033558949386,120.98600077775299
2020-07-07,130.9898071153166,madly,1,7,7,127.67819846638592,123.29317475302874,127.45558234370105,121.47759486906821
2020-07-08,129.91766066900183,madly,2,7,8,130.9898071153166,121.5029259202293,128.23302555563038,122.12296397646136
2020-07-09,126.55274026879108,madly,3,7,9,129.91766066900183,123.36357334428062,128.5763117033603,122.58695899131446
2020-07-10,128.46193391299713,madly,4,7,10,126.55274026879108,126.0304446093552,128.72006808649851,123.0627110167175
2020-07-11,131.45833355632232,madly,5,7,11,128.46193391299713,124.83630953014168,129.47609510448578,123.817985781988
2020-07-12,130.38320654486813,madly,6,7,12,131.45833355632232,127.74315199730592,129.35477499039612,124.52687591807327
2020-07-13,131.91644081964407,madly,0,7,13,130.38320654486813,127.67819846638592,129.75453102052455,125.29560240126463
2020-07-14,132.0413017653558,madly,1,7,14,131.91644081964407,130.9898071153166,130.85224331983747,125.87810832918993
2020-07-15,130.47494989932437,madly,2,7,15,132.0413017653558,129.91766066900183,131.25484651710295,126.47964526874121
2020-07-16,134.56782958715516,madly,3,7,16,130.47494989932437,126.55274026879108,131.8767457232695,127.1610891115794
2020-07-17,134.5411690996662,madly,4,7,17,134.56782958715516,128.46193391299713,132.7083382342291,127.89847723941361
2020-07-18,137.01028196300206,madly,5,7,18,134.5411690996662,131.45833355632232,133.72710646290074,128.6875890577714
2020-07-19,138.02268259459126,madly,6,7,19,137.01028196300206,130.38320654486813,134.92338262874782,129.53930582083817
2020-07-20,134.31976641911913,madly,0,7,20,138.02268259459126,131.91644081964407,135.69234593270676,130.0906354041427
2020-07-21,137.39660605092055,madly,1,7,21,134.31976641911913,132.0413017653558,136.25810122545985,130.88531941067725
2020-07-22,136.52225327553728,madly,2,7,22,137.39660605092055,130.47494989932437,136.65431806063407,131.5432534072401
2020-07-23,138.22424624341394,madly,3,7,23,136.52225327553728,134.56782958715516,136.89711091671643,132.15294348894304
2020-07-24,138.01959408442983,madly,4,7,24,138.22424624341394,134.5411690996662,136.89649321468414,132.8121077166574
2020-07-25,137.35798545195027,madly,5,7,25,138.01959408442983,137.01028196300206,137.5041370212504,133.29284938938966
2020-07-26,133.83701619290804,madly,6,7,26,137.35798545195027,138.02268259459126,136.79221904964785,133.60079027571572
2020-07-27,135.72752392217802,madly,0,7,27,133.83701619290804,134.31976641911913,136.63327317897603,133.83767611605882
2020-07-28,137.2919120844001,madly,1,7,28,135.72752392217802,137.39660605092055,136.44680634717326,134.20638868682875
2020-07-29,135.72498378387715,madly,2,7,29,137.2919120844001,136.52225327553728,135.9878842870627,134.66500086258304
2020-07-30,133.8744304702201,madly,3,7,30,135.72498378387715,138.22424624341394,135.2911732907167,134.93562569044417
2020-07-31,137.01708084855508,madly,4,7,31,133.8744304702201,138.01959408442983,135.92718622184609,135.21356305505583
2020-08-01,137.32832608207607,madly,5,8,1,137.01708084855508,137.35798545195027,136.2473466538257,135.56081903191622
2020-08-02,137.7955261771973,madly,6,8,2,137.32832608207607,133.83701619290804,136.34806947238513,135.8547732997939
2020-08-03,137.51839837733908,madly,0,8,3,137.7955261771973,135.72752392217802,136.70675239107752,136.12862813039305
2020-08-04,139.03788263670054,madly,1,8,4,137.51839837733908,137.2919120844001,137.7394428243736,136.55677476726186
2020-08-05,139.25140633429743,madly,2,8,5,139.03788263670054,135.72498378387715,138.1863079215221,136.79095360461898
2020-08-06,136.74784322690113,madly,3,8,6,139.25140633429743,133.8744304702201,138.07021135048709,136.90128731098073
2020-08-07,137.0424042940543,madly,4,8,7,136.74784322690113,137.01708084855508,137.91958697385851,136.90289342753331
2020-08-08,138.57047797443042,madly,5,8,8,137.0424042940543,137.32832608207607,138.13000289327675,136.9302831965253
2020-08-09,139.1816324950424,madly,6,8,9,138.57047797443042,137.7955261771973,138.15875286494514,137.17337650032147
2020-08-10,137.4721677655359,madly,0,8,10,139.1816324950424,137.51839837733908,137.80290515119282,137.17715458605224
2020-08-11,135.41672211419163,madly,1,8,11,137.4721677655359,139.03788263670054,137.53668092865092,137.12187802798493
2020-08-12,137.82120761836154,madly,2,8,12,135.41672211419163,139.25140633429743,137.69244159351237,137.1017260967323
2020-08-13,136.02482435523294,madly,3,8,13,137.82120761836154,136.74784322690113,137.18331086967288,137.00198761027247
2020-08-14,140.16805049317472,madly,4,8,14,136.02482435523294,137.0424042940543,137.38059446929935,137.1424908623337
2020-08-15,138.1969551154872,madly,5,8,15,140.16805049317472,138.57047797443042,137.5255519392896,137.36048780846266
2020-08-16,138.159622858834,madly,6,8,16,138.1969551154872,139.1816324950424,138.07413208821808,137.48209275529547
2020-08-17,137.7884816107322,madly,0,8,17,138.159622858834,137.4721677655359,138.06758688669223,137.50692123161204
2020-08-18,138.7539695601842,madly,1,8,18,137.7884816107322,135.41672211419163,138.61341592768247,137.6583705204274
2020-08-19,139.36753243234185,madly,2,8,19,138.7539695601842,137.82120761836154,138.45331231551592,137.9330256185335
2020-08-20,141.05001110018728,madly,3,8,20,139.36753243234185,136.02482435523294,139.02392351245592,138.1346721311151
2020-08-21,139.39344284452767,madly,4,8,21,141.05001110018728,140.16805049317472,139.27068750959464,138.23792796923766
2020-08-22,137.48752981344526,madly,5,8,22,139.39344284452767,138.1969551154872,139.21049715013723,138.22252815105008
2020-08-23,135.44018542426005,madly,6,8,23,137.48752981344526,138.159622858834,138.54774032295242,138.11861750339614
2020-08-24,136.93000833861348,madly,0,8,24,135.44018542426005,137.7884816107322,138.06023550420676,138.01322378849179
2020-08-25,136.43807602952148,madly,1,8,25,136.93000833861348,138.7539695601842,137.1378484900736,137.872557273253
2020-08-26,136.04831671167702,madly,2,8,26,136.43807602952148,139.36753243234185,136.46882326350345,137.83758094749177
2020-08-27,136.7036456913225,madly,3,8,27,136.04831671167702,141.05001110018728,136.3120464390789,137.8206430173552
2020-08-28,138.6457862391876,madly,4,8,28,136.7036456913225,139.39344284452767,136.9531666020644,137.82440843059305
2020-08-29,134.73409050940342,madly,5,8,29,138.6457862391876,137.48752981344526,136.5139830362224,137.6020313313111
2020-08-30,137.29374652183105,madly,6,8,30,134.73409050940342,135.44018542426005,136.6851171346843,137.59311026912584
2020-08-31,135.17800713258046,madly,0,8,31,137.29374652183105,136.93000833861348,136.511055218865,137.5811745200453
2020-09-01,137.2237574721522,madly,1,9,1,135.17800713258046,136.43807602952148,136.61507757503094,137.55130201273482
2020-09-02,135.536028031319,madly,2,9,2,137.2237574721522,136.04831671167702,135.99312593345724,137.52686219653913
2020-09-03,139.44565370979822,madly,3,9,3,135.536028031319,136.7036456913225,136.93543857353617,137.4907423573703
2020-09-04,142.08270929311445,madly,4,9,4,139.44565370979822,138.6457862391876,137.89323112779286,137.68503006625167
2020-09-05,142.71849767413192,madly,5,9,5,142.08270929311445,134.73409050940342,139.40132923610318,137.91297380701656
2020-09-06,142.81885013501514,madly,6,9,6,142.71849767413192,137.29374652183105,140.52034776867575,138.16449223323073
2020-09-07,142.6023824265059,madly,0,9,7,142.81885013501514,135.17800713258046,141.93361864771313,138.3569128765468
2020-09-08,145.6681085999389,madly,1,9,8,142.6023824265059,137.2237574721522,143.17810962574126,138.67194168492665
2020-09-09,143.04442720479963,madly,2,9,9,145.6681085999389,135.536028031319,143.3704532080783,138.77166249015727
2020-09-10,150.50614251514733,madly,3,9,10,143.04442720479963,139.44565370979822,144.9279821762814,139.32729747368825
2020-09-11,147.697708435721,madly,4,9,11,150.50614251514733,142.08270929311445,145.90375383642257,139.83780640480205
2020-09-12,148.2571517662898,madly,5,9,12,147.697708435721,142.71849767413192,147.03470770437934,140.47865472190352
2020-09-13,146.63777632385637,madly,6,9,13,148.2571517662898,142.81885013501514,147.22864124916285,140.96404312116564
2020-09-14,148.82777988958316,madly,0,9,14,146.63777632385637,142.6023824265059,148.38531178611953,141.58352831416875
2020-09-15,152.56408423376277,madly,1,9,15,148.82777988958316,145.6681085999389,148.7969001298426,142.40931669027304
2020-09-16,151.92141778090763,madly,2,9,16,152.56408423376277,143.04442720479963,149.64164199887995,143.1702052947523
2020-09-17,153.10667915177328,madly,3,9,17,151.92141778090763,150.50614251514733,150.61154747597666,143.8932499403816
2020-09-18,154.49202752146584,madly,4,9,18,153.10667915177328,147.697708435721,152.18239771549852,144.8811467909847
2020-09-19,153.6378616839925,madly,5,9,19,154.49202752146584,148.2571517662898,153.14441407438042,145.6983525490928
2020-09-20,153.0457452141693,madly,6,9,20,153.6378616839925,146.63777632385637,153.2407462704617,146.5917394531722
2020-09-21,156.4862661161254,madly,0,9,21,153.0457452141693,148.82777988958316,154.15371593750524,147.55486488537088
2020-09-22,154.1658019427972,madly,1,9,22,156.4862661161254,152.56408423376277,154.36554049571004,148.4863535809448
2020-09-23,155.18716152270247,madly,2,9,23,154.1658019427972,151.92141778090763,154.50456729595734,149.27342897159002
2020-09-24,152.9720625426213,madly,3,9,24,155.18716152270247,153.10667915177328,154.37140746768313,149.81789663406533
